#HEADER
Exercicio 2 - Ponte
Dynamic values are zero, unless defined

#DYNAMIC
1

#TIMESTEP
0.00001

#SIMTIME
1

#NODES
0 1 
0 0
1 0.9
1 0
2 0.55
2 0
3 0
-1 0.9
-1 0
-2 0.55
-2 0
-3 0

#ELEMENTS
1 2 0.0015 206843000000 7800 
1 4 0.0015 206843000000 7800 
3 4 0.0015 206843000000 7800 
3 6 0.0015 206843000000 7800 
5 6 0.0015 206843000000 7800 
1 9 0.0015 206843000000 7800 
8 9 0.0015 206843000000 7800 
8 11 0.0015 206843000000 7800 
10 11 0.0015 206843000000 7800 
1 3 0.0015 206843000000 7800
3 5 0.0015 206843000000 7800 
5 7 0.0015 206843000000 7800
7 6 0.0015 206843000000 7800
6 4 0.0015 206843000000 7800
2 4 0.0015 206843000000 7800
9 2 0.0015 206843000000 7800
9 11 0.0015 206843000000 7800
11 12 0.0015 206843000000 7800
12 10 0.0015 206843000000 7800
10 8 0.0015 206843000000 7800
8 1 0.0015 206843000000 7800

#LOADS
@1
0	0
0	36815.3910599849
0	73629.8950286221
0	110442.624835939
0	147252.693454712
0	184059.213921842
0	220861.299359724
0	257658.062997617
0	294448.618193015
0	331232.078453005
0	368007.557455635
0	404774.169071264
0	441531.027383918
0	478277.246712634
0	515011.941632803
0	551734.226997506
0	588443.217958837
0	625138.029989231
0	661817.778902771
0	698481.580876499
0	735128.552471705
0	771757.810655221
0	808368.472820695
0	844959.656809859
0	881530.480933782
0	918080.063994121
0	954607.525304349
0	991111.984710976
0	1027592.56261476
0	1064048.37999190
0	1100478.55841521
0	1136882.22007531
0	1173258.48780173
0	1209606.48508410
0	1245925.33609324
0	1282214.16570226
0	1318472.09950766
0	1354698.26385040
0	1390891.78583693
0	1427051.79336027
0	1463177.41512096
0	1499267.78064811
0	1535322.02032035
0	1571339.26538677
0	1607318.64798788
0	1643259.30117652
0	1679160.35893874
0	1715020.95621465
0	1750840.22891929
0	1786617.31396346
0	1822351.34927448
0	1858041.47381699
0	1893686.82761368
0	1929286.55176605
0	1964839.78847503
0	2000345.68106174
0	2035803.37398806
0	2071212.01287728
0	2106570.74453469
0	2141878.71696812
0	2177135.07940847
0	2212338.98233023
0	2247489.57747192
0	2282586.01785658
0	2317627.45781211
0	2352613.05299169
0	2387541.96039412
0	2422413.33838415
0	2457226.34671270
0	2491980.14653718
0	2526673.90044165
0	2561306.77245702
0	2595877.92808120
0	2630386.53429917
0	2664831.75960312
0	2699212.77401241
0	2733528.74909362
0	2767778.85798050
0	2801962.27539387
0	2836078.17766155
0	2870125.74273817
0	2904104.15022499
0	2938012.58138967
0	2971850.21918599
0	3005616.24827356
0	3039309.85503742
0	3072930.22760771
0	3106476.55587918
0	3139948.03153071
0	3173343.84804483
0	3206663.20072712
0	3239905.28672559
0	3273069.30505007
0	3306154.45659145
0	3339159.94414101
0	3372084.97240955
0	3404928.74804660
0	3437690.47965954
0	3470369.37783263
0	3502964.65514607
0	3535475.52619498
0	3567901.20760828
0	3600240.91806758
0	3632493.87832606
0	3664659.31122716
0	3696736.44172338
0	3728724.49689491
0	3760622.70596827
0	3792430.30033488
0	3824146.51356960
0	3855770.58144916
0	3887301.74197060
0	3918739.23536962
0	3950082.30413889
0	3981330.19304632
0	4012482.14915323
0	4043537.42183250
0	4074495.26278668
0	4105354.92606597
0	4136115.66808627
0	4166776.74764702
0	4197337.42594910
0	4227796.96661263
0	4258154.63569470
0	4288409.70170709
0	4318561.43563384
0	4348609.11094885
0	4378552.00363340
0	4408389.39219355
0	4438120.55767757
0	4467744.78369325
0	4497261.35642514
0	4526669.56465179
0	4555968.69976283
0	4585158.05577612
0	4614236.92935470
0	4643204.61982376
0	4672060.42918751
0	4700803.66214602
0	4729433.62611198
0	4757949.63122734
0	4786350.99037999
0	4814637.01922027
0	4842807.03617751
0	4870860.36247638
0	4898796.32215333
0	4926614.24207281
0	4954313.45194354
0	4981893.28433461
0	5009353.07469162
0	5036692.16135264
0	5063909.88556418
0	5091005.59149706
0	5117978.62626223
0	5144828.33992645
0	5171554.08552800
0	5198155.21909227
